ICIS_FACILITY_INTEREST_ID,NPDES_ID,FACILITY_UIN,FACILITY_TYPE_CODE,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,CITY,COUNTY_CODE,STATE_CODE,ZIP,GEOCODE_LATITUDE,GEOCODE_LONGITUDE,IMPAIRED_WATERS
3348966,OK0026018,110002049122.0,MWD,CHICKASHA MUNICIPAL AUTHORITY,117 N. 4TH STREET,NWNWSWS35T07NR07WIM,CHICKASHA,OK051,OK,73018,35.036583,-97.907694,
3348969,OK0026069,110039769364.0,MWD,"PONCA CITY, CITY OF",2800 SOUTH RIVER ST,E2SENES03T25NR02EIM,PONCA CITY,OK071,OK,74601,36.675917,-97.066167,
3405838,MD0002348,110019864397.0,POF,NOXELL CORPORATION - BALTIMORE,11050 YORK ROAD,BALTIMORE_COUNTY,HUNT VALLEY,MD005,MD,21030,39.489,-76.64789,303(D) Listed
6712542,MDG916968,110019856636.0,POF,BP SERVICE STATION # 01099,9604 REISTERSTOWN ROAD,BALTIMORE COUNTY,OWINGS MILLS,MD005,MD,21117,39.403919,-76.757734,303(D) Listed
6712543,MDG916971,110019875107.0,POF,BP/ AMOCO STATION # 43009,8082 RITCHIE HIGHWAY,ANNE ARUNDEL COUNTY,PASADENA,MD003,MD,21122,39.125824,-76.589601,303(D) Listed
6712545,MDG916973,110022390143.0,POF,BP/ AMOCO STATION # 84735,5100 REISTERSTOWN ROAD,BALTIMORE CITY,BALTIMORE,MD510,MD,21215,39.342137,-76.682303,303(D) Listed
3348971,OK0026093,110022609738.0,MWD,"MCALESTER,  CITY OF - WEST PLANT",1315 WEST STATE HIGHWAY 31,E2SES02T05NR14EIM,MCALESTER,OK121,OK,74502,34.930222,-95.790028,
3357513,NY0022110,110000734867.0,MWD,SHERRILL (C) STP,FAIRWAY LANE,,SHERRILL,NY065,NY,13461,43.070028,-75.615583,
3357514,NY0022136,110000550868.0,MWD,ECSD#6 - LACKAWANNA WWTP,260 LEHIGH AVENUE,,LACKAWANNA,NY029,NY,14218,42.819722,-78.839111,
3405006,MDU000054,110012311471.0,POF,STONE MANOR II,HODGES ROAD,,ELDERSBURG,MD005,MD,21784,39.42699,-76.95208,303(D) Listed
3405009,MDU000059,110012668559.0,POF,J & M AUTO,UNKNOWN,,UNKNOWN,MD033,MD,00000,,,
3357032,NY0089702,110009827492.0,MWD,HANCOCK (V) WWTP,1066 LABARRE STREET,,HANCOCK,NY025,NY,13783,41.935722,-75.275722,303(D) Listed
3357046,NY0095401,110000753266.0,MWD,ECSD#3 - SOUTHTOWNS ADVANCED WWTP,3690 LAKESHORE ROAD,,BUFFALO,NY029,NY,14219,42.786333,-78.849528,
3360610,NH0100765,110006618945.0,MWD,CHARLESTOWN WASTEWATER TREATMENT PLANT,187 LOWER LANDING ROAD,LOWER LANDING ROAD,CHARLESTOWN,NH019,NH,03603,43.225795,-72.432518,303(D) Listed
3360611,NH0100781,110006619668.0,MWD,WATERVILLE VALLEY ADVANCED W W T F,11 CLEANWATER LANE,,WATERVILLE VALLEY,NH009,NH,03125,43.944778,-71.510707,303(D) Listed
3358016,NMU000062,110011030044.0,,ROBERT ENFIELD HIBBERT,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358017,NMU000063,110009148298.0,,SLYVITE CORP.,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358018,NMU000064,110011030053.0,,"V.P. OIL, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358019,NMU000066,110011030062.0,,"GIANT INDUSTRIES, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3351832,OH0007391,110042073332.0,POF,ALTIVIA PETROCHEMICALS LLC,1019 HAVERHILL-OHIO FURNACE RD,,HAVERHILL,OH145,OH,45636,38.59065,-82.81507,303(D) Listed
3382821,MIP000119,110064600908.0,,DANA CORP.-HARVEY STREET PLT,2051 SOUTH HARVEY STREET,,MUSKEGON,MI121,MI,49443,43.215345,-86.205551,
3385611,HIU000014,110010037557.0,,HI DEPT OF ACCOUNTING AND,1151 PUNCHBOWL ST #412,,HONOLULU,HI003,HI,96813,21.306268,-157.856327,
3385615,HIU000100,110010037584.0,,WAIELI DRILLING & DEVELOPMENT,DITCH INTO KAPALAMA,,KAPALAMA,HI003,HI,96817,,,
3385616,HIU000101,110000515951.0,,"LAHAINA STP, COUNTY OF MAUI",3300 HONOAPILANI HWY,,LAHAINA,HI009,HI,96761,20.948889,-156.69,303(D) Listed
3385619,HIU000104,110056143686.0,,COLLECTION SYSTEM PU MAUI CNTY,ISLAND OF MAUI,,WAILUKU,HI009,HI,96793,20.885366,-156.50467,303(D) Listed
3385620,HIU000105,110011275155.0,,HILO BOTANICAL GARDENS,UNKNOWN,,HILO,HI001,HI,96720,19.73501,-155.037136,
3385621,HIU000106,110011275164.0,,"ABC CONSTRUCTION, HILO",UNKNOWN,,HILO,HI001,HI,96720,19.715107,-155.05068,303(D) Listed
3385622,HIU000107,110009723424.0,,HAWAII DEPT OF PUBLIC SAFETY,HALE NAN WORK RELEASE CENTER,60 PUNAHELE ST,HILO,HI001,HI,96720,19.717868,-155.098411,303(D) Listed
3385623,HIU000108,110013788892.0,,"KAHUKU WWTP, HONO CITY, COUNTY",KAHUKU,650 S KING ST,KAHUKU,HI003,HI,96731,21.681551,-157.957773,
3358148,NMR05A721,110012804457.0,,ST. CLOUD MINING CO.,"125 EXIT 89, 3MI. S OF NM181,",29MI. W OF NM52 LEFT FORK TO C,WINSTON,NM051,NM,87943,,,
3358149,NMR05A735,110010571880.0,,LOS ALAMOS NATIONAL LAB,UNKNOWN,,LOS ALAMOS,NM028,NM,00000,35.86,-106.29583,303(D) Listed
3358150,NMR05A758,110000600868.0,,SAN JUAN GENERATING STATION,UNKNOWN,,WATERFLOW,NM045,NM,00000,36.801667,-108.438611,
3358151,NMR05A831,110010659974.0,,CBS AUTO RECYCLERS,UNKNOWN,,CLOVIS,NM009,NM,00000,34.375393,-103.19654,
3358152,NMR05A918,110042056333.0,,PHELPS DODGE,12 MI. SW OF SILVER CITY OFF,NM 90,TYRONE,NM017,NM,00000,32.661111,-108.38889,
3358155,NMR05A953,110009831478.0,,DEMING MUNICIPAL AIRPORT,DESERT AVIATION,310 AIRPORT ROAD,DEMING,NM029,NM,88031,32.268308,-107.725513,
3358156,NMR05A960,110000701296.0,,SANDIA NATIONAL LABORATORIES,1515 EUBANK NE,,ALBUQUERQUE,NM001,NM,871850361,35.048649,-106.543068,
3358157,NMR05A982,110006803432.0,,SOUTHWEST CONCRETE & PAVING,823 WEST RAILROAD BLVD.,,DEMING,NM029,NM,88030,32.26981,-107.767913,
3405917,MD0022586,110008484951.0,MWD,NEW WINDSOR WWTP,1027 WATER STREET,CARROLL COUNTY,NEW WINDSOR,MD013,MD,21776,39.544444,-77.113333,
3405918,MD0022632,110011128911.0,MWD,BERLIN WWTP,9210 BOTTLE BRANCH ROAD,WORCESTER COUNTY,BERLIN,MD047,MD,21811,38.315833,-75.205,303(D) Listed
3358020,NMU000068,110011030080.0,,NEW MEXICO ENVIRONMENT DIV.,UNKNOWN,,UNKNOWN,,NM,00000,,,
3425136,AKG375217,110012687182.0,POF,JAMES J GOFF / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425139,AKG375221,110012687191.0,POF,GENE GRANATH / FALLS CREEK,UNKNOWN,SEWARD MINING DISTRICT,UNKNOWN,,AK,00000,,,
3406317,MA0100587,110025329151.0,MWD,PLYMOUTH W W T P,131 CAMELOT DRIVE,,PLYMOUTH,MA023,MA,02360,41.963889,-70.669722,
3406320,MA0100625,110024340444.0,MWD,GLOUCESTER W P C F,50 ESSEX AVENUE,,GLOUCESTER,MA009,MA,01930,42.610278,-70.680833,303(D) Listed
3406323,MA0100676,110022329005.0,MWD,SOMERSET W P C F,116 WALKER STREET,,SOMERSET,MA005,MA,02725,41.718056,-71.1675,303(D) Listed
3405532,MDG766444,110013344826.0,POF,WYNNEWOOD RECREATION CENTER,5731 OAKLAND ROAD,BALTIMORE COUNTY,BALTIMORE,MD005,MD,21228,39.23453,-76.693833,303(D) Listed
400003080,NY0034959,110009828197.0,POF,RUBY MOUNTAIN GARNET MINE,13TH LAKE ROAD,,NORTH CREEK,NY113,NY,12853,43.734361,-74.108944,
3361703,NE0023965,110001518304.0,MWD,WEST POINT WASTEWATER TREATMENT FACILITY,601 S WATER STREET,,WEST POINT,NE039,NE,68788,41.83428,-96.72374,
3406164,MAG070016,110024348696.0,MWD,TOWN OF GREENFIELD WPCF,384 DEERFIELD STREET,,GREENFIELD,MA005,MA,01301,42.571389,-72.598611,303(D) Listed
3406168,MAG070020,110011138544.0,POF,MWRA - SPOT POND SUPPLY MAINS,UNKNOWN,,MEDFORD,MA017,MA,00000,,,
3346608,PA0027065,110039792980.0,CTG,LRBSA - ARCHBALD WWTP,104 DELAWARE STREET,,JERMYN,PA069,PA,18433,41.513611,-75.542222,
3346611,PA0027138,110010977755.0,CTG,SHARON STP,504 RIVERSIDE DR,,SHARON,PA085,PA,16146,41.222778,-80.514722,303(D) Listed
3346612,PA0027154,110064280246.0,CTG,PHOENIXVILLE BORO STP,17 SOUTH SECOND AVENUE,,PHOENIXVILLE,PA029,PA,19460,40.129722,-75.502778,303(D) Listed
3601840109,NEG021078,110045896009.0,,DT LIVE CO,43276 355 ST,,GENOA,NE125,NE,68640-4020,41.58394,-97.68105,
3406461,MA0100340,110024377592.0,MWD,TEMPLETON W W T F,RESERVIOR STREET,,BALDWINSVILLE,MA027,MA,01436,42.601019,-72.0713871,303(D) Listed
3406189,MAD000041,110008992929.0,POF,PULSAR ENGINEERING & MFG.,UNKNOWN,,TOPSFIELD /T/,MA009,MA,00000,42.658042,-70.93212,303(D) Listed
3406195,MAG070094,110006648609.0,POF,MIT,229 VASSAR STREET,,CAMBRIDGE,MA017,MA,02139,42.356667,-71.103056,303(D) Listed
3406206,MAG070127,110013400907.0,POF,CHANNEL CENTER,2 TO 22 MIDWAY STREET,,BOSTON,MA025,MA,02210,42.34762,-71.07985,303(D) Listed
3406208,MAG070129,110022533338.0,CTG,ATLANTIS MARINA,550 PLEASANT STREET,,WINTHROP,MA025,MA,02152,42.380961,-70.99174,303(D) Listed
3406209,MAG070131,110013678877.0,CTG,NORTH PLYMOUTH SEWER,CHERRY ST,NORTH PLYMOUTH INDUSTRIAL PK R,PLYMOUTH,MA023,MA,02360,41.96823,-70.69555,
3406210,MAG070132,110002014524.0,POF,MASS COLLEGE OF PHARMACY,179 LONGWOOD AVE,,BOSTON,MA025,MA,02115,42.336249,-71.101079,303(D) Listed
3406211,MAG070135,110013740158.0,MWD,SEASCONSET W W T F,OFF MILESTONE & LOW BEACH ROAD,,NANTUCKET,MA019,MA,02554,,,
3406217,MAG250009,110006807580.0,POF,PARKVIEW CONDOMINIUMS,200 SWANTON STREET,,WINCHESTER,MA017,MA,02174,42.461309,-71.138804,303(D) Listed
3346623,PA0027383,110039759981.0,CTG,SWDCMA SEW SYS TO DELCORA,ONE GAMBLE LANE,,ASTON,PA045,PA,19014,39.855833,-75.39611,303(D) Listed
3345530,PA0070386,110039693187.0,CTG,SHENANDOAH MUN SEW AUTH,5 MOUNT OLIVE BLVD (SR 0054),,SHENANDOAH,PA107,PA,17976,40.814722,-76.215,303(D) Listed
3346675,PA0026492,110000716217.0,COR,PA AMERICAN WATER COMPANY SCRANTON WWTP,CEDAR AVE & BRECK ST,,SCRANTON CITY,PA069,PA,18505,41.386944,-75.693333,303(D) Listed
3400833,DCU000058,110001967881.0,CTG,SMITHSON NATIONAL ZOOLOGICAL P,UNKNOWN,,WASHINGTON,DC001,DC,00000,38.929675,-77.05509,303(D) Listed
3400834,DCU000061,110002502051.0,CTG,OPPORTUNITY CONCRETE CORP.,UNKNOWN,,,DC001,DC,00000,38.870235,-77.00905,
3400835,DCU000062,110002502140.0,POF,SAGA CORP.,UNKNOWN,,,DC001,DC,00000,38.87075,-77.012605,
3405943,MAU000004,110009918642.0,POF,WATERTOWN USED AUTO PARTS,183 GROVE STREET,,WATERTOWN,MA017,MA,00000,42.368443,-71.149475,303(D) Listed
3385598,HIU000001,110010037851.0,,SAFEWAY FOOD & DRUG,46-065 KAMEHAMEHA HIGHWAY,,KANEOHE,HI007,HI,96744,21.42096,-157.803588,
3385599,HIU000002,110002148747.0,,"FOREMOST DAIRIES, HAWAII, LTD",2277 KAMEHAMEHA HWY,,HONOLULU,HI003,HI,96819,21.33153,-157.885333,303(D) Listed
3385600,HIU000003,110005727981.0,,ZION SECURITIES,55 510 KAMEHAMEHA HWY,,LAIE,HI003,HI,96762,21.648977,-157.923454,
3385601,HIU000004,110013767076.0,,"BEATRICE DAIRY PRODUCTS, INC",925 CEDAR,,HONOLULU,HI003,HI,96814,21.29831,-157.842185,
3385602,HIU000005,110009723291.0,,"KAMEHAMEHA PS, HONO CITY &CNTY",KAMEHAMEHA PUMP STATION,,HONOLULU,HI003,HI,96810,21.36747,-157.95803,
3385603,HIU000006,110010037888.0,,BEACH HOUSE RESTAURANT,5022 LAWAI RD,,KOLOA,HI007,HI,96756,21.881516,-159.475508,303(D) Listed
3385604,HIU000007,110001760425.0,,HALE KAUAI CONCRETE,3371 WILCOX RD,,LIHUE,HI007,HI,96766,21.957397,-159.355296,303(D) Listed
3406665,MA0001520,110002060634.0,POF,HOLYOKE GAS & ELECTRIC DEPT.,CABOT STREET STATION,102 CABOT STREET,HOLYOKE,MA013,MA,01040,42.199722,-72.610556,
3358103,NMR00A737,110013402601.0,,FARMINGTON ELECTRIC UTILITY SY,"E. SIDE OF FARMINTON, S. AT",1200 E. BROADWAY ON MCCORMICK,SAN JUAN COUNTY,NM045,NM,00000,36.730109,-108.190357,
3358104,NMR00A772,110009147850.0,,WESTERN MOBILE OF NEW MEXICO,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358105,NMR00A827,110011031230.0,,GIANT REFINING COMPANY,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358106,NMR00A947,110006803441.0,,"ENVIRONMENTAL CONTROL, INC.",5 BACA LANE,,SANTA FE,NM049,NM,87501,35.634524,-106.070238,
3358107,NMR00A961,110009831487.0,,WESTERN MOBILE NEW MEXICO,BACA FACILITY,"W. AIRPORT R., P.O. BOX 4337",SANTA FE,NM049,NM,875024337,,,
3358108,NMR00A969,110007144054.0,,"CLOVIS CONCRETE CO., INC.",UNKNOWN,,CLOVIS,NM009,NM,00000,34.420833,-103.258888,
3358109,NMR05A011,110011031249.0,,"AMERICAN PREMIER, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358110,NMR05A012,110042049262.0,,"CANNON AFB, ENVIRONMENTAL FL.",UNKNOWN,,CANNON AFB,NM009,NM,00000,34.387605,-103.300534,
3358111,NMR05A015,110011031267.0,,"OFF AGAIN, INC.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3358112,NMR05A021,110011031276.0,,FIVE FIFTY TRUCK & SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358113,NMR05A024,110009147878.0,,FIVE J'S AUTO PARTS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3400836,DCU000064,110012688760.0,POF,"D.C. FLYER,EMPIRE CAB ASSOC.",UNKNOWN,,,DC001,DC,00000,38.869865,-77.009045,
3400837,DCU000066,110002501141.0,POF,HOLIDAY CAB/ASPEN CAB,UNKNOWN,,,DC001,DC,00000,38.87927,-76.992553,
3400838,DCU000067,110012678398.0,POF,"SUITE COURIERS, INC.",UNKNOWN,,,DC001,DC,00000,,,
3400839,DCU000069,110012678405.0,POF,METROPOLITAN DELIVERY SERVICE,UNKNOWN,,,DC001,DC,00000,38.904539,-77.043462,
3405486,MDG852306,110011133380.0,POF,COMMONWEALTH MINE,1.0 MILE WEST OF LONACONING @ DOUGLAS AVENUE,ALLEGANY COUNTY,LONACONING,MD001,MD,21539,39.584166,-79.004167,303(D) Listed
3405487,MDG852343,110008481801.0,POF,ANKER WEST VIRGINIA MINING CO.,UNKNOWN,,MT LAKE PARK,MD023,MD,00000,39.235399,-79.2255,
3405489,MDG852802,110011133415.0,POF,"TRI-STAR MINING,INC.",UNKNOWN,,,MD001,MD,00000,39.566667,-79.041667,303(D) Listed
3405490,MDG852840,110011132880.0,POF,"UNITED ENERGY COAL,S.W.GOODWIN",UNKNOWN,,LONACONING,MD001,MD,00000,39.56543,-79.000881,303(D) Listed
3376703,ID0027171,110011271364.0,STF,IDAHO LAVA FOUNDATION,430 EAST MAIN,,LAVA HOT SPRINGS,ID005,ID,83246,42.619285,-112.007027,303(D) Listed
3358114,NMR05A028,110011031285.0,,CLYDE'S AUTO PARTS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358116,NMR05A072,110009147887.0,,COMPLETE AUTO & TRUCK PARTS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358118,NMR05A085,110011031310.0,,ALL IMPORTS OF NEW MEXICO,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358119,NMR05A089,110011031329.0,,ROSWELL WRECKING CO.,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358120,NMR05A098,110011031338.0,,ALLIED AUTO SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358121,NMR05A100,110042049253.0,,HOLLOMAN AFB-8,UNKNOWN,,HOLLOMAN,NM035,NM,00000,32.838257,-106.075263,
6712726,MOR106370,110042629251.0,POF,NORTHPORT COMMERCE CENTER,HWY I-270 AND HWY 367,,BELLEFONTAINE,MO189,MO,63137,38.7694439,-90.2486669,
3356453,NY0248941,110009824388.0,MWD,MECHANICVILLE (C) CSO,36 NORTH MAIN STREET,,MECHANICVILLE,NY091,NY,12118,42.906944,-73.6825,303(D) Listed
3601308049,MAR05J03E,110024349668.0,,AMAZON.COM SERVICES LLC - DMH4,300 DAN ROAD,,CANTON,MA021,MA,02021,42.15506,-71.121033,303(D) Listed
3425140,AKG375222,110012682631.0,POF,"CHARLES HADDOX, ELEANOR HADDOX, CURTIS HADDOX / SIXMILE-RESURRECTION CREEK",UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3425141,AKG375224,110012687208.0,POF,ROBERT HAMPTON / STEESE HIGHWAY LIST,UNKNOWN,FAIRBANKS/CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3425145,AKG375229,110012687128.0,POF,ANDREW HELM / COTTONWOOD CREEK,UNKNOWN,WILLOW CREEK MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3425146,AKG375230,110012682267.0,POF,ANDREW HELM / SIXMILE-RESURRECTION CREEK,UNKNOWN,HOPE MINING DISTRICT,UNKNOWN,,AK,00000,,,
3406306,MA0102695,110028220985.0,MWD,SCITUATE W T P,161 DRIFTWAY,,SCITUATE,MA023,MA,02066,42.177194,-70.726694,
3406308,MA0102792,110006648841.0,MWD,WINCHESTER TOWN OF,71 MT VERNON ST,,WINCHESTER,MA017,MA,01890,42.45,-71.15,303(D) Listed
3406310,MA0102873,110024378662.0,MWD,SALISBURY W W T F,125 ELM ST,,SALISBURY,MA009,MA,01952,42.836389,-70.886944,
3406311,MA0102997,110009917297.0,MWD,WORCESTER CSO FACILITY,70 QUINSIGAMOND AVENUE,,WORCESTER,MA027,MA,01604,42.248389,-71.804306,303(D) Listed
3406313,MA0103110,110009917331.0,MWD,WEST STOCKBRIDGE W W T F,MOSCOW ROAD,,WEST STOCKBRIDGE,MA003,MA,02156,73.371667,-42.327778,303(D) Listed
3376673,ID0025453,110010026809.0,MWD,CALDWELL HOUSING AUTHORITY - FARMWAY VILLAGE WWTP,22730 FARMWAY ROAD,FARMWAY VILLAGE WWTP,CALDWELL,ID027,ID,83605,43.7003,-116.7128,
3424984,AKG375321,110013348617.0,POF,KEYES NORRIS BERT / BIRD CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424987,AKG375325,110013348644.0,POF,NORRIS BERT KEYES / ROCKY CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
7419160,HIF000593,110020732858.0,,KAKAAKO IMPROVEMENT,APPR930 TO 1060 QUEEN ST,CUMMINS ST,HONOLULU,HI003,HI,96813,,,
7419161,HIF000594,110020735659.0,,KAMEHAMEHA IV ROAD,"SCHOOL ST, KINI PLACE",KAMEHAMEHA IV RD,HONOLULU,HI003,HI,00000,21.32515,-157.86196,303(D) Listed
7419162,HIF000595,110022910288.0,,KAKA'AKO COMMUNITY DEVELOPMEN,"AHUI ST, OHE ST, KOULA ST",OLOMEHANI ST,HONOLULU,HI003,HI,96813,21.29425,-157.85962,303(D) Listed
6298017,IN0061441,110012057291.0,POF,TIPTON COUNTY LANDFILL,229 W 300 S,SW CORNER OF 300 S AND 25 E,TIPTON,IN159,IN,46072,40.261611,-86.017611,
6298020,IN0061964,110016681116.0,MWD,LAURAMIE TOWNSHIP RSD WWTP,9010 S CR 725 E,NE MONROE ST,STOCKWELL,IN157,IN,47983,40.288111,-86.763417,303(D) Listed
6298021,IN0061972,110015979565.0,MWD,PERRYSVILLE WATER WORKS,600 E SR 32,JERICHO CREEK,PERRYSVILLE,IN165,IN,47974,40.053167,-87.459111,
6298022,INA000005,110016681125.0,POF,"DEGROOT DAITY, LLC (DE GROOT F",UNKNOWN,,,IN069,,00000,40.799137,-85.609727,
3356458,NY0250457,110009830095.0,FDF,STEWART AIR NATIONAL GUARD BASE,ONE MILITIA WAY,,NEWBURGH,NY071,NY,12550,41.505333,-74.084333,
3360026,NJ0053350,110000915662.0,MWD,SUSSEX CNTY MUA UPPER WALLKILL FACILITY,3500 RT 94,,HARDYSTON TWP,NJ037,NJ,07460,41.147059,-74.592098,
3357535,NY0001643,110000492173.0,POF,RED-ROCHESTER LLC @ EASTMAN BUSINESS PARK,1669 LAKE AVENUE,,ROCHESTER,NY055,NY,14652,43.200083,-77.647389,303(D) Listed
3357565,NY0002950,110000616389.0,POF,MOENCH TANNING CO,465 PALMER ST,,GOWANDA,NY009,NY,14070,42.451278,-78.919444,
3406545,MA0028835,110009918198.0,POF,ATLANTIC-ACTON RELATY LIMITED,ROUTE 62,,ACTON,MA017,MA,01720,46.441667,-71.404167,
3406546,MA0029092,110009918214.0,POF,THE LOBSTER TRAP COMPANY,290 SHORE ROAD,,BOURNE,MA001,MA,02532,41.728611,-70.614444,
3358122,NMR05A118,110011029216.0,,CERTIFIED CONCRETE PRODUCTS,UNKNOWN,,LAS CRUCES,NM013,NM,00000,32.294102,-106.800492,
3358123,NMR05A120,110011031356.0,,NORTH 54 SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358160,NMR10A182,110011030865.0,,MOTOROLA CERAMIC PRODUCTS,UNKNOWN,,UNKNOWN,,NM,00000,,,
3405472,MDG850907,110011133264.0,POF,"COBRA MINING,INC.",UNKNOWN,,,MD001,MD,00000,39.53,-79.009441,303(D) Listed
3405473,MDG850918,110011133273.0,POF,"UNITED ENERGY COAL,INC.",UNKNOWN,,,MD001,MD,00000,39.62306,-78.909721,303(D) Listed
3405474,MDG851162,110009916975.0,POF,"U.E.C.,INC.(MILLER BOTTOM MINE","2.0 MI.NO.OF MIDLAND, RTE 36",ALLEGHANY COUNTY,MIDLAND,MD001,MD,21542,39.60556,-78.97778,303(D) Listed
3405478,MDG851714,110008495048.0,,SILT PIT MINE,1.5 MILES N.W. OF LONACONING AT MD ROUTE 36,ALLEGANY COUNTY,LONACONING,MD001,MD,21539,39.581111,-78.960278,303(D) Listed
3405479,MDG851716,110010800268.0,POF,SNAKE HILL MINE,UNKNOWN,,,MD023,MD,00000,39.45833,-79.18056,303(D) Listed
3405481,MDG851737,110011133353.0,POF,"CARLOS MINE, SM-84-393","20401 PLAINS OF MOAB ROAD, SW",ALLEGHANY COUNTY,CARLOS,MD001,MD,21532,39.620833,-78.962501,303(D) Listed
3405482,MDG851739,110017710850.0,POF,"U.E.C., INC. (HARVEY JOB)",1.0 MILES S.E. OF MIDLOTHIAN,"ALLEGHANY COUNTY, MD.RTE 936",MIDLOTHIAN,MD001,MD,21543,39.624035,-78.944072,303(D) Listed
3405484,MDG852157,110008495486.0,POF,BRASHEAR COAL MINES,UNKNOWN,,WESTERNPORT,MD001,MD,00000,39.480743,-78.992279,303(D) Listed
6298023,INA000006,110016665465.0,POF,"HILL DAIRY, LLC (VENDENHEUVEL",UNKNOWN,,HUNTINGTON,IN069,IN,46750,40.71175,-85.466412,
6298024,INA000007,110016681143.0,POF,"MILCO DAIRY, LLC (NEISSEN FAMI",9305 SOUTH COUNTY RD 250 EAST,,LEWISVILLE,IN065,IN,47352,39.797923,-85.362325,
6298025,INA000008,110016681152.0,POF,"NEW SCHOONEBECK, LLC (BEKEL FAMILY)",1616 E. 800 S.,,LA FONTAINE,IN169,IN,46940,40.710101,-85.762284,
6298026,INA000009,110016665492.0,POF,"ROCKWELL DAITY, LLC (VAN ITTER",UNKNOWN,,,IN069,,00000,40.766181,-85.354329,
3425487,AKG370191,110008998424.0,POF,EARL SCHENE / UHLER CREEK,T8S R31E S20,FORTYMILE MINING DISTRICT,UNKNOWN,,AK,00000,64.205556,-141.618889,
3425489,AKG370203,110028065689.0,POF,M&B MINING / MCARTHUR CREEK,UNKNOWN,FORTYMILE MINING DISTRICT,UNKNOWN,AK090,AK,00000,63.016667,-141.0,
3403110,CA0084280,110010058043.0,POF,TABLE MOUNTAIN RANCHERIA WWTF,8184 TABLE MOUNTAIN RD,,FRIANT,CA019,CA,93626,37.008778,-119.602861,
3406171,MAG070028,110008416044.0,CTG,BROOK STREET SANITARY LANDFILL,BROOK STREET,,MIDDLEBOROUGH,MA023,MA,02346,41.930546,-70.835808,
3406181,MAG070044,110011138349.0,CTG,AREA 5 COMBINED SEWER OVERFLOW SYSTEM,SOUTH DORCHESTER BAY,,DORCHESTER,MA025,MA,00000,42.056667,-71.056667,
3406185,MAG070054,110009919534.0,MWD,MWRA - SQUANTUM PT C# 5405,HUCKINS AVENUE,NEWLAND STREET,QUINCY,MA021,MA,00000,42.2875,-71.016111,
3376457,IDU000081,110009725609.0,POF,JACKSON TROUT FARM ,1193 WEST 600 SOUTH,,PINGREE,ID011,ID,83262,43.111508,-112.534602,
3357891,NMU000263,110010757289.0,,AMERICAN METALS COMPANY,UNKNOWN,,GALLUP,NM031,NM,87301,,,
3357892,NMU000264,110011028351.0,,DESERT VALLEY READY-MIX,UNKNOWN,,UNKNOWN,,NM,00000,,,
3357893,NMU000265,110011028360.0,,QUALITY READY MIX,UNKNOWN,,UNKNOWN,,NM,00000,,,
3357894,NMU000266,110011028379.0,,VERNON HAMILTON CONSTR. CO.,UNKNOWN,,UNKNOWN,,NM,00000,,,
3348250,OKU000246,110011010324.0,POF,SEABOARD FARMS:FAIRVIEW NUR5-8,UNKNOWN,,UNKNOWN,,OK,00000,,,
358747,IL0002917,110000433013.0,POF,"EQUISTAR CHEMICALS, LP",8805 NORTH TABLER ROAD,MORRIS PLANT,MORRIS,IL063,IL,60450,41.411389,-88.331944,303(D) Listed
3361256,NE0123501,110000760276.0,POF,TYSON FRESH MEATS - LEXINGTON,1500 PLUM CREEK PARKWAY,,LEXINGTON,NE047,NE,68850,40.752433,-99.71115,303(D) Listed
3405761,MDG766120,110012669549.0,POF,OYSTER COVE,501 OYSTER COVE DRIVE,QUEEN ANNE'S COUNTY,GRASONVILLE,MD035,MD,21638,38.963197,-76.23555,303(D) Listed
3405762,MDG766121,110019906039.0,POF,QUEEN'S LANDING,500 QUEEN'S LANDING DRIVE,QUEEN ANNE'S COUNTY,CHESTER,MD035,MD,21619,38.98678,-76.281319,
